job_title/company_name/job_type
Senior Data Analyst/New Horizons -/Full Time
Data Analyst/Hands of Hope Physical Therapy & Wellness -/Full Time
Data Analyst - 1-3 years exp./Partner & More -/Full Time
Data Analyst/FlairsTech -/Full Time
Data Analyst/ITCan -/Full Time
Data Analyst, Egypt Impact Lab/National Institute for Governance and Development -/Full Time
Data Analyst (Tableau Developer)/Fawry for Banking Technology and Electronic Payments S.A.E -/Full Time
BI Analyst/Confidential -/Full TimeWork From Home
Sales Analyst/Confidential -/Full Time
Data Analyst - Food Industry - Obour/Olio Food -/Full Time
Data Analyst/Confidential -/Full Time
Data Analyst/Infinity Clinic Pharma -/Full Time
ERP Analyst/Xceed -/Full Time
Financial Analyst/Confidential -/Full Time
Financial Analyst/Cartlow -/Full Time
